Subject,Verb,Object
D003141 36321016|t|The Impact of on : Study,emerge,Background
D003141 36321016|t|The Impact of on : Study,emerge,new infectious diseases
D003141 36321016|t|The Impact of on : Study,emerge,objective
a key role in,play,these
36321016 164 183 infectious diseases MESH,play,these
behavior,change,a key role in
all age groups,change,a key role in
lifestyle,change,a key role in
unprecedented efforts,make,governments around the world
36321016 326 350 coronavirus disease MESH,make,governments around
the epidemic,contain,unprecedented efforts
"quarantine measures , distancing",implement,unprecedented efforts
individuals,isolate,"social distancing ,"
the CoV-2 virus,antibodie,IgM
COVID-19,recover,who
36322302 125 135 CoV-2 Species 	 MESH : C000657245,persist,IgM
a 1/3 of infected subjects,persist,IgM
the moment of the disease,persist,IgM
85 % of cases,register,97 % ; antibodies
a widespread impact on individuals mental health,have,The ongoing coronavirus disease 2019
"indirect psychological mechanisms ,",have,The ongoing coronavirus disease 2019
a widespread impact on,have,( COVID-19 pandemic
"indirect psychological mechanisms ,",have,( COVID-19 pandemic
"factors as fear of , isolation",relate,"indirect psychological mechanisms ,"
evidence of an association between occurrence,be,there
methodological approaches susceptible,use,further research
causal relationships,establish,further research
topological organ disruption in patients,reveal,36324612 1716 patients Species 	 atlas
topological organ disruption in patients,reveal,A nucleus transcriptomic atlas of the COVID-19 liver
topological organ disruption in patients,reveal,36324805 Disease MESH :
topological organ disruption in,reveal,C000657245
Species
extensive changes in the cellular composition,reveal,analysis
extensive changes in,reveal,comparisons
medical management,fail,who
36325674|t|Lupus hypoprothrombinemia syndrome with severe bleeding diathesis after coronavirus disease 2019,increase,Ontario residents with chronic kidney disease with secondary hyperparathyroidism
a case report,increase,Ontario residents with
factor II prothrombin ),antibodie,Acquired
a variety of coagulation abnormalities,associate,Coronavirus disease 2019 ( COVID-19 )
an risk of thrombosis,associate,Coronavirus disease 2019 ( COVID-19 )
a pulmonary disease with extrapulmonary manifestations,consider,COVID-19
evidence,grow,there
"various organs / systems ,",affect,the disease
the central nervous systems,include,"various organs / systems ,"
patients,do,most research
the impact of on,do,most research
research among COVID-19 patients,conduct,The COVID HOME study
acute disease,!hospitalise,who
"future generations , is a phenomenon",threaten,"be , results suggest"
"future generations , is",threaten,actions
a major crisis,face,the world
Disease MESH : C000657245,face,the world
a severe threat to humanity,create,which
COVID-19,recover,who
lesion severity,accord,patients
mid- to term subtle cardiac injuries,report,recent studies
account temporal dynamic characteristics,take,MESH C000657245 models of COVID-19
critical planning,provide,Modeling diseases
36330112 420 439 infectious diseases MESH :,provide,Modeling diseases
D003141 models of COVID-19,provide,Modeling diseases
outbreak control,provide,Modeling diseases
a temporal perspective,provide,Modeling diseases
analytical tools,provide,Modeling diseases
health research,provide,Modeling diseases
account temporal dynamic characteristics,take,D003141 models of
term prediction of disease outbreaks,focus,many of
2019 data,compare,A systematic review
antibiotic consumption,influence,Background :
36330124 125 149 coronavirus disease MESH : MESH : 36331926|t|Variations,influence,Background :
a long period,influence,Background :
variability in trends among studies,influence,Background :
antibiotic consumption,influence,The coronavirus disease 2019 pandemic
36330124 125 149 coronavirus disease MESH : MESH : 36331926|t|Variations,influence,The coronavirus disease 2019 pandemic
a long period,influence,The coronavirus disease 2019 pandemic
variability in,influence,The coronavirus disease 2019 pandemic
"the demographic characteristics , care",affect,the COVID-19 pandemic
36331926 Disease MESH : C000657245 C000657245,admit,outcomes of term care residents
medicine wards for non - COVID-19 reasons,admit,outcomes of
a retrospective cohort study of term care residents,conduct,We
36331926 Disease MESH : 36334464|t|Willingness,conduct,We
four hospitals in,conduct,We
"January 1 , 2018",conduct,We
medicine wards,admit,a retrospective cohort study of
reasons other,admit,a retrospective cohort study of
video telemedicine : study,conduct,post - service
the benefits,highlight,The results
"the risks ( OR , % )",outweigh,the benefits
OR 2.64,outweigh,the benefits
95 % CI,outweigh,the benefits
"long distance ,",compare,medium geographical distance (
"mild disease ,",compare,"access to a private space ( OR , % , distance"
the comfort with video technology (,follow,"95 % CI ,"
the willingness,influence,factors
video follow - up,use,the willingness
post - service,engage,access to
video telemedicine : study,conduct,post - service
video telemedicine post - up,choose,The willingness
"geographical distance , severity",influence,The willingness
multiple hospitalizations for pneumonia,experience,A old patient with granulomatosis with polyangiitis ( GPA )
October 2020,experience,A old patient with
( COVID-19 ) pneumonia,experience,A old patient with
relapses,experience,A old patient with
relapses,experience,A old patient with
multiple hospitalizations for pneumonia,experience,a renal transplant
October 2020,experience,a renal transplant
( COVID-19 ) pneumonia,experience,a renal transplant
relapses,experience,a renal transplant
relapses,experience,a renal transplant
somatic symptom burden,worsen,D011014 36337508|t|Risk factors for
a prospective cohort during,worsen,D011014 36337508|t|Risk factors for
a model for the development of during the COVID-19 pandemic research findings,support,This study
36337508 1613 1621 Disease MESH : C000657245 :,support,This study
D007239 36337799|t|A Case of,support,This study
Recovery From,support,This study
presentations,present,it
Higher Plasma Ratio ACE Activity Than,have,36337799 108 132 coronavirus disease MESH : C000657245 Patients
persons with,differ,levels
the disease course,differ,levels
Higher Plasma Ratio ACE Activity Than,have,36338506|t|Hospitalized Patients With COVID-19
age- generalized linear models,employ,We
Higher Plasma Ratio ACE Activity Than,have,36338506|t|Hospitalized Patients With COVID-19
inpatient disease management,improve,which
a tremendous pressure on life,exert,The Coronavirus disease 2019 pandemic
several reports,be,there
prevention of infectious diseases,contribute,nutrients
a global health priority,emerge,D003141 36339196|t|Rare disease
a global health priority,emerge,Rare disease
a global health priority,emerge,36339196|t|Rare disease
great strides in rare disease ( research,lead,The genomics revolution over the past three decades
a major shift in policy landscape,present,which
a global health priority,emerge,36339196|t|Rare disease
RDs internationally,affect,patients
the RD population,neglect,the general lack of public awareness
the RD population,marginalize,the general lack of
health systems,neglect,the general lack of
health systems,marginalize,the general lack of
the relationship between COVID-19 vaccination status,mediate,Species health CT scores
A cross - sectional observational study in B.1.617.2 ( patients,mediate,Species health CT scores
one of the largest health issues,become,"The coronavirus disease ( pandemic been ,"
Disease MESH :,become,"The coronavirus disease ( pandemic been ,"
36339385|t|COVID tongue,become,"The coronavirus disease ( pandemic been ,"
acute inflammation,control,a new strategy for
the wastes,contribution,Human activities
the emergence of,cause,face shields
the wastes,double,the enormous increase in face masks
infection levels,predict,C000657245 ensemble models for : Evidence
mortality,predict,C000657245 ensemble models for : Evidence
infection levels,predict,Homogeneous ensemble models for : Evidence .
mortality,predict,Homogeneous ensemble models for : Evidence .
infection levels,predict,9606 36339905|t|Homogeneous ensemble models for
mortality,predict,9606 36339905|t|Homogeneous ensemble models for
area,construct,The best models
the receiver curve ( AUC ),construct,The best models
two homogeneous ensemble models for,construct,The best models
infection levels,predict,two homogeneous ensemble models for
mortality,predict,two homogeneous ensemble models for
infection levels,predict,D003643 36339905|t|Homogeneous ensemble models for : Evidence
mortality,predict,D003643 36339905|t|Homogeneous ensemble models for : Evidence
infection levels,predict,Conclusions
mortality,predict,Conclusions
infection levels,predict,Two homogeneous ensemble models
mortality,predict,Two homogeneous ensemble models
available scale face data,!be,there
a VGGFace2 dataset,generate,we
the face detection,base,a VGGFace2 dataset
the acute phase of severe CoV-2 infection,lymphocyte,36341327|t|Low perforin expression in
disease severity,determine,Anti - CoV-2 immunity
the acute phase of severe CoV-2 infection,lymphocyte,36341327 188 198 CoV-2 Species 	 MESH :
the acute phase of,lymphocyte,C000657245 36341327|t|Low perforin expression in
clinical markers of disease severity,correlate,Perforin expression
predictive of death,correlate,Perforin expression
the acute phase of severe CoV-2 infection,lymphocyte,D003643 36341327|t|Low perforin expression in
the onset of long COVID,predict,the percentage of in the acute phase of the disease
viral infections in a majority of cases,trigger,a chronic disease
viral infections in,trigger,a chronic disease
those of post - acute sequelae of mechanisms,overlap,Symptoms
