Subject,Verb,Object
risk factor for COVID-19 severe disease,remain,dementia
"patients ,",expand,The repertoire of coronavirus disease 2019
"patients ,",expand,outcomes
the susceptibility to,include,"patients ,"
long - COVID,develop,the susceptibility to
"genetic alterations , as mutagenesis , dysregulation",cause,CoV-2 infection
"coronavirus disease 2019 ( COVID-19 ) ,",hospitalize,patients
their general well - being similar,score,patients
a light on health inequities,shine,35441704|t|COVID-19
communities of color,shine,35441704|t|COVID-19
youth of color,engage,a assessment
community health priorities,identify,a assessment
the coronavirus disease 2019,identify,a assessment
long hours,relate,diseases
long hours,relate,diseases
"attack rates of , disease",compare,We
35442474 	,administer,two doses
the onset of the disease,associate,these effects
early gestational age,associate,these effects
factors,report,A substantial proportion of Canadian adults
the pandemic,report,A substantial proportion of
greater increases,report,A substantial proportion of
adults,note,greater increases
a child,live,adults
poor outcomes,associate,which
non - adherence.</li > < li > None of ; unawareness,associate,support from lack Utility
non,associate,psychological factors ( forgetfulness ; default )
- < li > Miscellaneous,associate,psychological factors ( forgetfulness ; default )
non,associate,"SMBG issues ( 74%,p=0.029 )"
-,associate,"SMBG issues ( 74%,p=0.029 )"
adherence,associate,"SMBG issues ( 74%,p=0.029 )"
35443555 patients Species 	 9606 35443555 357,progress,The disease
some patients,progress,The disease
an influenza like illness,progress,The disease
"the causal agent , disease",persist,many uncertainties
considerations on the origin of the virus,include,The document
"the current indication for , value",include,The document
35443574 526 Disease MESH : D006973 burden,include,The document
the value of in the onset of the disease,include,The document
the risk,include,The document
hypertension,pose,the risk
dementia,pose,the risk
better evidence,generate,Efforts
silence,suffer,millions of women
individuals,affect,Background / Purpose :
individuals,affect,The novel coronavirus disease ( COVID-19 ) outbreak
35444468|t|Impact of COVID-19,recommend,invasive dentistry ( MID )
A Retrospective Cross - Sectional Analysis in,recommend,invasive dentistry ( MID )
this pandemic,recommend,invasive dentistry ( MID )
air generation,minimize,which overwhelmingly demonstrates is
an independent risk factor for cardiovascular diseases ( CVD ),consider,Obesity
the COVID-19 pandemic,consider,Obesity
Fieldwork With,35445106|t|Remote,C000657245
""
""
COVID-19 Pandemic in,35445106|t|Remote,C000657245
""
""
"a "" new "" normal",create,restrictions
35445106 97 121 coronavirus disease MESH :,create,restrictions
remote home - working,create,restrictions
risk factors,represent,Older age ( p
35445287 944 Disease MESH :,represent,Older age ( p
hospitalization,represent,Older age ( p
risk factors,represent,p 0.004 )
35445287 944 Disease MESH :,represent,p 0.004 )
hospitalization,represent,p 0.004 )
risk factors,represent,chronic lung disease ( 0.0008 )
35445287 944 Disease MESH :,represent,chronic lung disease ( 0.0008 )
hospitalization,represent,chronic lung disease ( 0.0008 )
IEI,observe,The fatality rate
mortality in,stratify,the age
Species spike specific antibodies in patients,base,Our current understanding of VITT pathogenesis
the observations,base,Our current understanding of
PF4,bind,which overwhelmingly demonstrates is
immune complexes,form,the ability
potent platelet activation,induce,which overwhelmingly demonstrates is
the coronavirus disease 2019 schedule,guide,Understanding responses
settings,guide,Understanding responses
the symptom severity,depend,the decline in over time in both participants with severe disease
a longer persistence of than,experience,the individuals with high antibody titers
nanocarriers,use,applications of
diverse cell sources,use,applications of
the therapy of pulmonary disease,use,applications of
a general guideline for the potential applications of nanocarriers,provide,This review
pulmonary diseases,treat,a general guideline for
"a lower risk of respiratory failure , admission",associate,Receiving dose
"COVID features , disease",include,"other outcomes ,"
one of the characteristic symptoms of infection disease ( COVID-19 ),recognize,An altered sense of smell
CoV-2 spike protein between the lactoferrin capturing agent,sandwich,This colorimetric sensor
an colored polymeric nanoparticle,decorate,The ACE2 receptor
a first statement on coronavirus ) infection in,launch,The Austrian Society of )
35449467 260 syndrome coronavirus Species MESH :,launch,The Austrian Society of )
a time,launch,The Austrian Society of )
this disease,die,285 people
vaccinations,die,285 people
association with a CoV-2 infection disease 2019 ( COVID-19 ),die,"13,000 patients"
the delta variant is,affect,most patients
a particular threat to unvaccinated people are,pose,This
people with an active vaccination,pose,This
few publications,be,There
35449467 Disease MESH : Characteristics,be,There
the special issues with CoV-2 infection in patients with chronic lung diseases,address,which overwhelmingly demonstrates is
pregnant women,treat,our experience
COVID-19,treat,our experience
the COVID-19 Vaccine,induce,35449619|t|An Interesting Case of
a disease 2019 infection,develop,a higher risk of
"term corticosteroid use ,",result,the immunosuppression
vaccination of such individuals necessary,make,which
its place,take,Imaging
35449707 Disease MESH :,take,Imaging
"the diagnosis , monitor",take,Imaging
fame,gain,innovative interventional imaging in rheumatology ( R )
35449707 1102 Disease MESH :,gain,innovative interventional imaging in
the near future,gain,innovative interventional imaging in
a comprehensive management of with precision,gain,innovative interventional imaging in
key roles,gain,innovative interventional imaging in
light,throw,This review article
C000657245
""
35450524|t|Viruses,throw,This review article
the emergence of these robust innovations,throw,This review article
the guidelines,reshape,which overwhelmingly demonstrates is
practice,reshape,which overwhelmingly demonstrates is
best practice,enhance,"in , efforts"
the coronavirus disease 2019,enhance,"in , efforts"
.. disease Disease MESH : MESH,endorse,"in , efforts"
35450524 2292 2697049 effects of on the human cells,appear,it
existential host processes,entrain,which overwhelmingly demonstrates is
paradigms,entrain,which overwhelmingly demonstrates is
the various pathways,relate,Epigenetics
term impacts on the expression patterns,show,which
alterations in nucleotide sequences,show,which
"the science of biology , oncology",advance,epigenetics
35450534 475 483 Disease MESH :,review,we
D007239 effects of on the human cells,review,we
the relationships between covid19 alterations of the infected cells,review,we
diarrhea,cause,it
35450534 524 543 infectious diseases MESH :,cause,it
upper respiratory disorders,cause,it
the risk versus benefits of COVID-19 vaccine,estimate,an network for
a support tool,generate,The model
scenarios,generate,The model
"age , sex",base,scenarios
the capacity of oral CLAD,corroborate,The limited number of studies with small cohorts
the understanding of term disease control,advance,Further research
active treatment periods,advance,Further research
Nutrition Therapy for ( Study,translate,the mitigation of .. Application
foods,combine,which overwhelmingly demonstrates is
dyslipidemia for the prevention of cardiovascular disease,manage,a therapeutic dietary pattern
the prevention of,dyslipidemia,a therapeutic dietary pattern
Nutrition Therapy for ( Study,translate,D002318
""
Application
35451981 674 696 cardiovascular Disease MESH :,use,The PortfolioDiet.app
an therapy,use,The PortfolioDiet.app
the standard of care ( care ),use,The PortfolioDiet.app
the prevention of in primary care,use,The PortfolioDiet.app
the CDC,report,cases
states,report,cases
the CDC,report,hospitalizations
states,report,hospitalizations
35452759|t|Mental physical health among the French population,hope,The authors
scientists,investigate,this review
the problem of in the environment,investigate,this review
longitudinal data,use,Latent trajectory analyses
a cell RNA,reveal,convalescent individuals
"interferon - gamma , migration",involve,genes
a cell RNA,reveal,convalescent individuals
COVID-19 patients,strengthen,Functions of T cell
clear endorsement of expression of genes,strengthen,Functions of
"biological processes of regulation of cell activation , differentiation",involve,genes
a cell RNA,reveal,convalescent individuals
downregulation,display,I genes
the potential relationship between coronavirus disease ( deterioration,investigate,This study
a worldwide emergency,generate,The novel syndrome coronavirus 2 ( CoV-2 )
the declaration of in,generate,The novel syndrome coronavirus 2 ( CoV-2 )
a like illness to a fatal condition,go,which
intensive care,need,which overwhelmingly demonstrates is
35453932 aneurysms MESH : D003323 :,appear,The evolution
35453932 aneurysms MESH : D003323 :,appear,characteristics
35453932 aneurysms MESH : D003323 :,appear,D009080
35453932 MESH :
the post - COVID-19 era,increase,Ischemic disease prevalence in children
"an association between coronary aneurysm formation , thrombophilia",increase,Ischemic disease prevalence in
a difference in term prognosis,make,whose presence
