Subject,Verb,Object
35067730 360 Disease MESH : D001007,detect,we
their anxiety,detect,we
curiosity,detect,we
"women , as breast",see,cancers
the feasibility appreciation of,demonstrate,This project
diabetes,demonstrate,This project
"care , is",demonstrate,This project
an output modelling framework,consider,ten different scenarios of disease future status
an output modelling framework,consider,its restrictions
the lowest reduction in GHG emissions,have,"Bahrain , Qatar"
the first time in,report,the infectious coronavirus disease ( COVID-19 )
a health issue in,become,it
a COVID-19 disease diagnosis tool,propose,we
a learning technique,implement,It has been noted
automatic symptoms,provide,a learning technique
35070219 Species 9606 35070311|t|Factors,lead,This
a drastic change in with a potential term impact on patient health care,lead,This
the largest treatment center in,admit,COVID-19 cases
the hospital,stay,each patient
the overwhelming of the health system,prevent,The admissions load
disease 2019 era,prevent,The admissions load
the overwhelming of,prevent,Introduction :
disease 2019 era,prevent,Introduction :
the largest treatment center in,admit,COVID-19 cases
the coronavirus disease,spend,the time
prolonged length of among COVID-19 cases,associate,35070311 coronavirus disease MESH : 35070311|t|Factors .
the largest treatment center in,admit,COVID-19 cases
35070311 900 924 coronavirus disease MESH : 35070311|t|Factors,determine,this study
the median,determine,this study
the length of hospital,associate,factors
prolonged length of among COVID-19 cases,associate,35070311 900 924 coronavirus disease MESH : 35070311|t|Factors
the largest treatment center in,admit,COVID-19 cases
35070311 1528 1552 coronavirus disease MESH : C000657245,do,The analysis Width
a total of 394 cases,do,The analysis Width
coronavirus disease 2019,admit,a total of
severe respiratory syndrome coronavirus-2 ),cause,"Coronavirus disease-2019 ( COVID-19 ) ,"
dramatic morbidity,cause,"Coronavirus disease-2019 ( COVID-19 ) ,"
35071250 107 Disease MESH : C000657245,cause,"Coronavirus disease-2019 ( COVID-19 ) ,"
mortality,cause,"Coronavirus disease-2019 ( COVID-19 ) ,"
morbidity,associate,The Red Cell Distribution Width RDW )
mortality,associate,The Red Cell Distribution Width RDW )
Disease MESH,diabete,D006973
35071250 1248 1265
strategies,hamper,their clinical similarities
their spread dynamics,mitigate,strategies
COVID-19 incidence,forecast,35071733|t|A approach to .
the county level in,forecast,35071733|t|A approach to .
every country,affect,COVID-19
everyday life,change,COVID-19
the spread of the disease,forecast,the ability
COVID-19 incidence,forecast,35071733|t|A approach to
the county level in,forecast,35071733|t|A approach to
"the assumption of spatiotemporal homogeneity of the spread of the virus ,",base,"The conventional methods of ,"
forecasting,cause,which
high spatial resolutions,cause,which
COVID-19 incidence,forecast,35071733|t|A approach to .
the county level in,forecast,35071733|t|A approach to .
the weekly number of new positive cases,capture,We
temporal input,capture,We
the spread of the disease,capture,We
time,capture,We
space,capture,We
COVID-19 incidence,forecast,35071733|t|A approach to .
the county level in,forecast,35071733|t|A approach to .
distinctive attitudes toward pandemic apps,identify,we
35073508|t|Case Report : COVID-19,identify,we
D007239 35073629|t|Oral antivirals for the prevention,contribute,COVID-19 infection
CeAD,contribute,COVID-19 infection
35073508 613 Disease MESH : C000657245 :,discuss,subsequent stroke
the pathogenesis of,regard,other considerations
severe COVID-19 disease manifestations,protect,vaccines
complications,protect,vaccines
5 days,give,Each
dominant epitopes,reveal,35074422|t|Longitudinal immune profiling
term humoral immunity in COVID-19 convalescent individuals,mediate,dominant epitopes
CoV-2 immune dynamics,assess,We
disease,assess,We
31 individuals,onset,disease
moderate symptoms of,experience,who
a wide profiling of dominant epitopes responsible,perform,31 individuals
collateral tissue damage,promote,it
35074661 277 Disease MESH : D007249,promote,it
Disease MESH :,promote,it
pathological peripheral damage,culminate,It has been noted
neurodegeneration,culminate,It has been noted
neurological manifestations,describe,accumulating evidence
Species 509 CoV-2 Species 	 2697049,describe,accumulating evidence
Coronavirus disease MESH :,describe,accumulating evidence
Disease MESH : C000657245,describe,accumulating evidence
approximately one third in,describe,accumulating evidence
complications,describe,accumulating evidence
35074661 1438 patients Species 	 9606 1452 : MESH : phenotypes during,focus,This review
the consequences of the neuroinflammatory response in patients with,focus,This review
neurodegenerative disorders,include,neurological sequelae
35076368|t|Comparison of after,imply,The results
an increase of in cases,generate,school reopening
a retrospective cohort study,conduct,We
35076368 207 226 Disease MESH : 35076368,conduct,We
35076368 Species 356 patients Species 	 35076368|t|Comparison,conduct,We
Coronavirus Disease,conduct,We
claims data,determine,a retrospective cohort study
the number,determine,a retrospective cohort study
types of complications,determine,a retrospective cohort study
the number,determine,a retrospective cohort study
types of,determine,a retrospective cohort study
complications in patients with influenza,compare,the number
vaccination,reduce,the fatality rate for
online learning,switch,students
front of the screens,spend,a long time
COVID-19 CONFIRMED CANCER PATIENTS :,challenge,D015352 35077059|t|[ONCOLOGY CARE
"a respiratory disease , COVID-19 ,",cause,"The contagious virus , CoV-2"
a global pandemic,impose,"The contagious virus , CoV-2"
35077059 Disease MESH : MESH,impose,"The contagious virus , CoV-2"
35077059 685 Disease MESH : Species,impose,"The contagious virus , CoV-2"
significant short- health consequences,impose,"The contagious virus , CoV-2"
COVID-19 CONFIRMED CANCER PATIENTS : REVIEW,challenge,C000657245 35077059|t|[ONCOLOGY CARE
"morbidity , complications",avert,order
COVID-19 CONFIRMED CANCER PATIENTS : REVIEW,challenge,D003643 35077059|t|[ONCOLOGY CARE
COVID-19 CONFIRMED CANCER PATIENTS :,challenge,C000657245
35077059 Species Gene CARE
oncology patients,demonstrate,A lower rate of cases
comparison to the general population,demonstrate,A lower rate of
COVID-19 CONFIRMED CANCER PATIENTS : REVIEW,challenge,35077059 1069 patients Species 	 CARE
35077059 1410 1418 Disease MESH : C000657245,present,a significant correlation study
"severe COVID-19 disease , age",present,a significant correlation study
"care , care",use,A cohort study
a cohort study,conduct,we
COVID-19 hospitalisation,discharge,people
controls,match,i )
the 2019 general population,match,i )
influenza hospitalisation,discharge,( ii ) people
2017,discharge,( ii ) people
2019,discharge,( ii ) people
"care , care",use,A cohort study
"24,673 COVID-19 patients , controls",include,We
35077449 1237 1245 Disease MESH : Species : study,include,We
"care , care",use,A cohort study
"care , care",use,A cohort study
"care , care",use,A cohort study
"care , care",use,A cohort study
35077449 2847 people Species 	 MESH : MESH Nucleosides,observe,we
a hospital admission,discharge,people
"the emergence of drug resistance , toxicity",include,issues
"new challenges for ,",pose,issues
( COVID-19 ) pandemic,pose,issues
35077644 Disease MESH : D064420 : D009705 C000657245,pose,issues
Disease MESH :,pose,issues
the era of the coronavirus disease 2019,pose,issues
Nucleosides for : Achievements,35077644|t|4'-modifie,C000657245
""
""
Achievements,35077644|t|4'-modifie,C000657245
""
""
the COVID-19 disease,cure,FNC
all patients,cure,FNC
risk of COVID-19 syndrome,predict,35077644 2752 Disease MESH :
risk of,predict,C000657245
35077644 Species :
risk of,predict,35078982|t|Immunoglobulin signature
"symptoms , condition syndrome",develop,a significant proportion of individuals
post - coronavirus disease 2019,term,a serious condition
35079817|t|Chronic Fatigue,generate,These results
novel research questions,generate,These results
term effects of,examine,novel research questions
online behaviors,examine,novel research questions
policy,inform,It has been noted
practice,inform,It has been noted
Long COVID,live,People
the impact of postexertional malaise ( PEM ),describe,measure
PCa,diagnose,men
about one third,decrease,The number of men
advanced disease,have,those
Species diseases MESH : D004342,lead,All the containment measures
effects in patients with allergic diseases,lead,All the containment measures
the spread of the disease,contain,numerous social changes
the spread of,contain,numerous social changes
a higher prevalence of suicidal ideation,!indicate,Surveys of healthcare workers
the way,guide,the care team
a disease with innumerable challenges,guide,the care team
use authorization in,receive,It has been noted
35081293 107 131 coronavirus disease MESH,occur,breakthrough infections
